HVAC,Light,Appliance,Misc.,Outdoor equipment
648369.7014,45046.84015,277087.3248,97779.40274,28933.49531
649145.6553,45046.84015,277087.3248,97779.40274,28933.49531
650054.0547,45046.84015,277087.3248,97779.40274,28933.49531
650841.3618,45046.84015,277087.3248,97779.40274,28933.49531
651702.8803,45046.84015,277087.3248,97779.40274,28933.49531
652547.344,45046.84015,277087.3248,97779.40274,28933.49531
653419.2555,45046.84015,277087.3248,97779.40274,28933.49531
654238.0005,45046.84015,277087.3248,97779.40274,28933.49531
655093.3546,45046.84015,277087.3248,97779.40274,28933.49531
655931.6896,45046.84015,277087.3248,97779.40274,28933.49531
656775.2068,45046.84015,277087.3248,97779.40274,28933.49531
657621.3127,45046.84015,277087.3248,97779.40274,28933.49531
658463.406,45046.84015,277087.3248,97779.40274,28933.49531
659301.025,45046.84015,277087.3248,97779.40274,28933.49531
660202.1014,45046.84015,277087.3248,97779.40274,28933.49531
661105.4577,45046.84015,277087.3248,97779.40274,28933.49531
662010.9247,45046.84015,277087.3248,97779.40274,28933.49531
662919.3022,45046.84015,277087.3248,97779.40274,28933.49531
663866.2956,45046.84015,277087.3248,97779.40274,28933.49531
664847.7034,45046.84015,277087.3248,97779.40274,28933.49531
665831.7417,45046.84015,277087.3248,97779.40274,28933.49531
666818.7892,45046.84015,277087.3248,97779.40274,28933.49531
667808.1155,45046.84015,277087.3248,97779.40274,28933.49531
668800.2978,45046.84015,277087.3248,97779.40274,28933.49531
669794.8642,45046.84015,277087.3248,97779.40274,28933.49531
670792.2169,45046.84015,277087.3248,97779.40274,28933.49531
671791.8218,45046.84015,277087.3248,97779.40274,28933.49531
672793.3691,45046.84015,277087.3248,97779.40274,28933.49531
673797.5885,45046.84015,277087.3248,97779.40274,28933.49531
674804.6943,45046.84015,277087.3248,97779.40274,28933.49531
675813.9581,45046.84015,277087.3248,97779.40274,28933.49531
676825.0481,45046.84015,277087.3248,97779.40274,28933.49531
665720.5536,50452.46097,302759.7512,150323.3135,2588.87475
664482.9231,50452.46097,302759.7512,150323.3135,2588.87475
663689.1447,50452.46097,302759.7512,150323.3135,2588.87475
662934.7153,50452.46097,302759.7512,150323.3135,2588.87475
662202.0959,50452.46097,302759.7512,150323.3135,2588.87475
661487.1427,50452.46097,302759.7512,150323.3135,2588.87475
